,ts_code,symbol,name,area,industry,abbreviation,list_date
2143,300664.SZ,300664,鹏鹞环保,江苏,环境保护,pyhb,20180105
2144,300665.SZ,300665,飞鹿股份,湖南,染料涂料,flgf,20170613
2145,300666.SZ,300666,江丰电子,浙江,半导体,jfdz,20170615
2146,300667.SZ,300667,必创科技,北京,电器仪表,bckj,20170619
2147,300668.SZ,300668,杰恩设计,深圳,装修装饰,jesj,20170619
2148,300669.SZ,300669,沪宁股份,浙江,机械基件,hngf,20170629
2149,300670.SZ,300670,大烨智能,江苏,电气设备,dyzn,20170703
2150,300671.SZ,300671,富满微,深圳,半导体,fmw,20170705
2151,300672.SZ,300672,国科微,湖南,半导体,gkw,20170712
2152,300673.SZ,300673,佩蒂股份,浙江,饲料,pdgf,20170711
2153,300674.SZ,300674,宇信科技,北京,软件服务,yxkj,20181107
2154,300675.SZ,300675,建科院,深圳,建筑工程,jky,20170719
2155,300676.SZ,300676,华大基因,深圳,医疗保健,hdjy,20170714
2156,300677.SZ,300677,英科医疗,山东,医疗保健,ykyl,20170721
2157,300678.SZ,300678,中科信息,四川,软件服务,zkxx,20170728
2158,300679.SZ,300679,电连技术,深圳,元器件,dljs,20170731
2159,300680.SZ,300680,隆盛科技,江苏,汽车配件,lskj,20170725
2160,300681.SZ,300681,英搏尔,广东,汽车配件,ybe,20170725
2161,300682.SZ,300682,朗新科技,江苏,软件服务,lxkj,20170801
2162,300683.SZ,300683,海特生物,湖北,生物制药,htsw,20170808
2163,300684.SZ,300684,中石科技,北京,化工原料,zskj,20171227
2164,300685.SZ,300685,艾德生物,福建,医疗保健,adsw,20170802
2165,300686.SZ,300686,智动力,深圳,元器件,zdl,20170804
2166,300687.SZ,300687,赛意信息,广东,软件服务,syxx,20170803
2167,300688.SZ,300688,创业黑马,北京,文教休闲,cyhm,20170810
2168,300689.SZ,300689,澄天伟业,深圳,元器件,ctwy,20170809
2169,300690.SZ,300690,双一科技,山东,电气设备,sykj,20170808
2170,300691.SZ,300691,联合光电,广东,元器件,lhgd,20170811
2171,300692.SZ,300692,中环环保,安徽,环境保护,zhhb,20170821
2172,300693.SZ,300693,盛弘股份,深圳,电气设备,shgf,20170822
2173,300694.SZ,300694,蠡湖股份,江苏,汽车配件,lhgf,20181015
2174,300695.SZ,300695,兆丰股份,浙江,汽车配件,zfgf,20170908
2175,300696.SZ,300696,爱乐达,四川,航空,ald,20170822
2176,300697.SZ,300697,电工合金,江苏,铜,dghj,20170907
2177,300698.SZ,300698,万马科技,浙江,通信设备,wmkj,20170831
2178,300699.SZ,300699,光威复材,山东,化纤,gwfc,20170901
2179,300700.SZ,300700,岱勒新材,湖南,矿物制品,dlxc,20170912
2180,300701.SZ,300701,森霸传感,河南,元器件,sbcg,20170915
2181,300702.SZ,300702,天宇股份,浙江,化学制药,tygf,20170919
2182,300703.SZ,300703,创源股份,浙江,文教休闲,cygf,20170919
2183,300705.SZ,300705,九典制药,湖南,化学制药,jdzy,20171010
2184,300706.SZ,300706,阿石创,福建,元器件,asc,20170926
2185,300707.SZ,300707,威唐工业,江苏,专用机械,wtgy,20171010
2186,300708.SZ,300708,聚灿光电,江苏,半导体,jcgd,20171016
2187,300709.SZ,300709,精研科技,江苏,元器件,jykj,20171019
2188,300710.SZ,300710,万隆光电,浙江,通信设备,wlgd,20171019
2189,300711.SZ,300711,广哈通信,广东,通信设备,ghtx,20171101
2190,300712.SZ,300712,永福股份,福建,建筑工程,yfgf,20171031
2191,300713.SZ,300713,英可瑞,深圳,电气设备,ykr,20171101
2192,300715.SZ,300715,凯伦股份,江苏,其他建材,klgf,20171026
2193,300716.SZ,300716,国立科技,广东,塑料,glkj,20171109
2194,300717.SZ,300717,华信新材,江苏,塑料,hxxc,20171106
2195,300718.SZ,300718,长盛轴承,浙江,机械基件,cszc,20171106
2196,300719.SZ,300719,安达维尔,北京,航空,adwe,20171109
2197,300720.SZ,300720,海川智能,广东,电器仪表,hczn,20171106
2198,300721.SZ,300721,怡达股份,江苏,化工原料,ydgf,20171115
2199,300722.SZ,300722,新余国科,江西,航空,xygk,20171110
2200,300723.SZ,300723,一品红,广东,化学制药,yph,20171116
2201,300724.SZ,300724,捷佳伟创,深圳,专用机械,jjwc,20180810
2202,300725.SZ,300725,药石科技,江苏,化学制药,yskj,20171110
2203,300726.SZ,300726,宏达电子,湖南,元器件,hddz,20171121
2204,300727.SZ,300727,润禾材料,浙江,化工原料,rhcl,20171127
2205,300729.SZ,300729,乐歌股份,浙江,家居用品,lggf,20171201
2206,300730.SZ,300730,科创信息,湖南,软件服务,kcxx,20171205
2207,300731.SZ,300731,科创新源,深圳,橡胶,kcxy,20171208
2208,300732.SZ,300732,设研院,河南,建筑工程,syy,20171212
2209,300733.SZ,300733,西菱动力,四川,汽车配件,xldl,20180116
2210,300735.SZ,300735,光弘科技,广东,通信设备,ghkj,20171229
2211,300736.SZ,300736,百邦科技,北京,通信设备,bbkj,20180109
2212,300737.SZ,300737,科顺股份,广东,其他建材,ksgf,20180125
2213,300738.SZ,300738,奥飞数据,广东,电信运营,afsj,20180119
2214,300739.SZ,300739,明阳电路,深圳,元器件,mydl,20180201
2215,300740.SZ,300740,水羊股份,湖南,日用化工,sygf,20180208
2216,300741.SZ,300741,华宝股份,西藏,食品,hbgf,20180301
2217,300742.SZ,300742,越博动力,江苏,汽车配件,ybdl,20180508
2218,300743.SZ,300743,天地数码,浙江,IT设备,tdsm,20180427
2219,300745.SZ,300745,欣锐科技,深圳,汽车配件,xrkj,20180523
2220,300746.SZ,300746,汉嘉设计,浙江,建筑工程,hjsj,20180525
2221,300747.SZ,300747,锐科激光,湖北,元器件,rkjg,20180625
2222,300748.SZ,300748,金力永磁,江西,矿物制品,jlyc,20180921
2223,300749.SZ,300749,顶固集创,广东,家居用品,dgjc,20180925
2224,300750.SZ,300750,宁德时代,福建,电气设备,ndsd,20180611
2225,300751.SZ,300751,迈为股份,江苏,专用机械,mwgf,20181109
2226,300752.SZ,300752,隆利科技,深圳,元器件,llkj,20181130
2227,300753.SZ,300753,爱朋医疗,江苏,医疗保健,apyl,20181213
2228,300755.SZ,300755,华致酒行,云南,其他商业,hzjh,20190129
2229,300756.SZ,300756,金马游乐,广东,旅游服务,jmyl,20181228
2230,300757.SZ,300757,罗博特科,江苏,专用机械,lbtk,20190108
2231,300758.SZ,300758,七彩化学,辽宁,染料涂料,qchx,20190222
2232,300759.SZ,300759,康龙化成,北京,化学制药,klhc,20190128
2233,300760.SZ,300760,迈瑞医疗,深圳,医疗保健,mryl,20181016
2234,300761.SZ,300761,立华股份,江苏,农业综合,lhgf,20190218
2235,300762.SZ,300762,上海瀚讯,上海,通信设备,shhx,20190314
2236,300763.SZ,300763,锦浪科技,浙江,电气设备,jlkj,20190319
2237,300765.SZ,300765,新诺威,河北,食品,xnw,20190322
2238,300766.SZ,300766,每日互动,浙江,互联网,mrhd,20190325
2239,300767.SZ,300767,震安科技,云南,橡胶,zakj,20190329
2240,300768.SZ,300768,迪普科技,浙江,软件服务,dpkj,20190412
2241,300769.SZ,300769,德方纳米,深圳,化工原料,dfnm,20190415
2242,300770.SZ,300770,新媒股份,广东,影视音像,xmgf,20190419
2243,300771.SZ,300771,智莱科技,深圳,IT设备,zlkj,20190422
2244,300772.SZ,300772,运达股份,浙江,电气设备,ydgf,20190426
2245,300773.SZ,300773,拉卡拉,北京,软件服务,lkl,20190425
2246,300774.SZ,300774,倍杰特,北京,环境保护,bjt,20210804
2247,300775.SZ,300775,三角防务,陕西,航空,sjfw,20190521
2248,300776.SZ,300776,帝尔激光,湖北,专用机械,dejg,20190517
2249,300777.SZ,300777,中简科技,江苏,化纤,zjkj,20190516
2250,300778.SZ,300778,新城市,深圳,建筑工程,xcs,20190510
2251,300779.SZ,300779,惠城环保,山东,环境保护,hchb,20190522
2252,300780.SZ,300780,德恩精工,四川,机械基件,dejg,20190531
2253,300781.SZ,300781,因赛集团,广东,广告包装,ysjt,20190606
2254,300782.SZ,300782,卓胜微,江苏,元器件,zsw,20190618
2255,300783.SZ,300783,三只松鼠,安徽,食品,szss,20190712
2256,300785.SZ,300785,值得买,北京,互联网,zdm,20190715
2257,300786.SZ,300786,国林科技,山东,环境保护,glkj,20190723
2258,300787.SZ,300787,海能实业,江西,通信设备,hnsy,20190815
2259,300788.SZ,300788,中信出版,北京,出版业,zxcb,20190705
2260,300789.SZ,300789,唐源电气,四川,软件服务,tydq,20190828
2261,300790.SZ,300790,宇瞳光学,广东,元器件,ytgx,20190920
2262,300791.SZ,300791,仙乐健康,广东,医疗保健,xljk,20190925
2263,300792.SZ,300792,壹网壹创,浙江,互联网,ywyc,20190927
2264,300793.SZ,300793,佳禾智能,广东,IT设备,jhzn,20191018
2265,300795.SZ,300795,米奥会展,浙江,文教休闲,mahz,20191022
2266,300796.SZ,300796,贝斯美,浙江,农药化肥,bsm,20191115
2267,300797.SZ,300797,钢研纳克,北京,电器仪表,gynk,20191101
2268,300798.SZ,300798,锦鸡股份,江苏,染料涂料,jjgf,20191122
2269,300799.SZ,300799,左江科技,北京,软件服务,zjkj,20191029
2270,300800.SZ,300800,力合科技,湖南,环境保护,lhkj,20191106
2271,300801.SZ,300801,泰和科技,山东,化工原料,thkj,20191128
2272,300802.SZ,300802,矩子科技,上海,专用机械,jzkj,20191114
2273,300803.SZ,300803,指南针,北京,软件服务,znz,20191118
2274,300805.SZ,300805,电声股份,广东,广告包装,dsgf,20191121
2275,300806.SZ,300806,斯迪克,江苏,塑料,sdk,20191125
2276,300807.SZ,300807,天迈科技,河南,软件服务,tmkj,20191219
2277,300808.SZ,300808,久量股份,广东,家用电器,jlgf,20191129
2278,300809.SZ,300809,华辰装备,江苏,机床制造,hczb,20191204
2279,300810.SZ,300810,中科海讯,北京,船舶,zkhx,20191206
2280,300811.SZ,300811,铂科新材,深圳,矿物制品,bkxc,20191230
2281,300812.SZ,300812,易天股份,深圳,专用机械,ytgf,20200109
2282,300813.SZ,300813,泰林生物,浙江,医疗保健,tlsw,20200114
2283,300814.SZ,300814,中富电路,深圳,元器件,zfdl,20210812
2284,300815.SZ,300815,玉禾田,安徽,环境保护,yht,20200123
2285,300816.SZ,300816,艾可蓝,安徽,环境保护,akl,20200210
2286,300817.SZ,300817,双飞股份,浙江,机械基件,sfgf,20200218
2287,300818.SZ,300818,耐普矿机,江西,专用机械,npkj,20200212
2288,300819.SZ,300819,聚杰微纤,江苏,纺织,jjwx,20200312
2289,300820.SZ,300820,英杰电气,四川,电气设备,yjdq,20200213
2290,300821.SZ,300821,东岳硅材,山东,化工原料,dygc,20200312
2291,300822.SZ,300822,贝仕达克,深圳,元器件,bsdk,20200313
2292,300823.SZ,300823,建科机械,天津,专用机械,jkjx,20200319
2293,300824.SZ,300824,北鼎股份,深圳,家用电器,bdgf,20200619
2294,300825.SZ,300825,阿尔特,北京,汽车服务,aet,20200327
2295,300826.SZ,300826,测绘股份,江苏,建筑工程,chgf,20200403
2296,300827.SZ,300827,上能电气,江苏,电气设备,sndq,20200410
2297,300828.SZ,300828,锐新科技,天津,机械基件,rxkj,20200421
2298,300829.SZ,300829,金丹科技,河南,食品,jdkj,20200422
2299,300830.SZ,300830,金现代,山东,软件服务,jxd,20200506
2300,300831.SZ,300831,派瑞股份,陕西,元器件,prgf,20200507
2301,300832.SZ,300832,新产业,深圳,医疗保健,xcy,20200512
2302,300833.SZ,300833,浩洋股份,广东,专用机械,hygf,20200520
2303,300834.SZ,300834,星辉环材,广东,化工原料,xhhc,20220113
2304,300835.SZ,300835,龙磁科技,安徽,矿物制品,lckj,20200525
2305,300836.SZ,300836,佰奥智能,江苏,专用机械,bazn,20200528
2306,300837.SZ,300837,浙矿股份,浙江,专用机械,zkgf,20200605
2307,300838.SZ,300838,浙江力诺,浙江,机械基件,zjln,20200608
2308,300839.SZ,300839,博汇股份,浙江,石油加工,bhgf,20200630
2309,300840.SZ,300840,酷特智能,山东,服饰,ktzn,20200708
2310,300841.SZ,300841,康华生物,四川,生物制药,khsw,20200616
2311,300842.SZ,300842,帝科股份,江苏,电气设备,dkgf,20200618
2312,300843.SZ,300843,胜蓝股份,广东,元器件,slgf,20200702
2313,300844.SZ,300844,山水比德,广东,建筑工程,ssbd,20210813
2314,300845.SZ,300845,捷安高科,河南,软件服务,jagk,20200703
2315,300846.SZ,300846,首都在线,北京,软件服务,sdzx,20200701
2316,300847.SZ,300847,中船汉光,河北,化工原料,zchg,20200709
2317,300848.SZ,300848,美瑞新材,山东,化工原料,mrxc,20200720
2318,300849.SZ,300849,锦盛新材,浙江,塑料,jsxc,20200710
2319,300850.SZ,300850,新强联,河南,机械基件,xql,20200713
2320,300851.SZ,300851,交大思诺,北京,运输设备,jdsn,20200717
2321,300852.SZ,300852,四会富仕,广东,元器件,shfs,20200713
2322,300853.SZ,300853,申昊科技,浙江,专用机械,shkj,20200724
2323,300854.SZ,300854,中兰环保,深圳,环境保护,zlhb,20210916
2324,300855.SZ,300855,图南股份,江苏,小金属,tngf,20200723
2325,300856.SZ,300856,科思股份,江苏,日用化工,ksgf,20200722
2326,300857.SZ,300857,协创数据,深圳,IT设备,xcsj,20200727
2327,300858.SZ,300858,科拓生物,北京,食品,ktsw,20200727
2328,300859.SZ,300859,西域旅游,新疆,旅游服务,xyly,20200806
2329,300860.SZ,300860,锋尚文化,北京,文教休闲,fswh,20200824
2330,300861.SZ,300861,美畅股份,陕西,矿物制品,mcgf,20200824
2331,300862.SZ,300862,蓝盾光电,安徽,电器仪表,ldgd,20200824
2332,300863.SZ,300863,卡倍亿,浙江,汽车配件,kby,20200824
2333,300864.SZ,300864,南大环境,江苏,环境保护,ndhj,20200824
2334,300865.SZ,300865,大宏立,四川,专用机械,dhl,20200824
2335,300866.SZ,300866,安克创新,湖南,元器件,akcx,20200824
2336,300867.SZ,300867,圣元环保,福建,环境保护,syhb,20200824
2337,300868.SZ,300868,杰美特,深圳,通信设备,jmt,20200824
2338,300869.SZ,300869,康泰医学,河北,医疗保健,ktyx,20200824
2339,300870.SZ,300870,欧陆通,深圳,电气设备,olt,20200824
2340,300871.SZ,300871,回盛生物,湖北,农业综合,hssw,20200824
2341,300872.SZ,300872,天阳科技,西藏,软件服务,tykj,20200824
2342,300873.SZ,300873,海晨股份,江苏,仓储物流,hcgf,20200824
2343,300875.SZ,300875,捷强装备,天津,专用机械,jqzb,20200824
2344,300876.SZ,300876,蒙泰高新,广东,化纤,mtgx,20200824
2345,300877.SZ,300877,金春股份,安徽,纺织,jcgf,20200824
2346,300878.SZ,300878,维康药业,浙江,中成药,wkyy,20200824
2347,300879.SZ,300879,大叶股份,浙江,农用机械,dygf,20200901
2348,300880.SZ,300880,迦南智能,浙江,电器仪表,jnzn,20200901
2349,300881.SZ,300881,盛德鑫泰,江苏,钢加工,sdxt,20200901
2350,300882.SZ,300882,万胜智能,浙江,电器仪表,wszn,20200910
2351,300883.SZ,300883,龙利得,安徽,造纸,lld,20200910
2352,300884.SZ,300884,狄耐克,福建,通信设备,dnk,20201112
2353,300885.SZ,300885,海昌新材,江苏,机械基件,hcxc,20200910
2354,300886.SZ,300886,华业香料,安徽,化工原料,hyxl,20200916
2355,300887.SZ,300887,谱尼测试,北京,电器仪表,pncs,20200916
2356,300888.SZ,300888,稳健医疗,深圳,医疗保健,wjyl,20200917
2357,300889.SZ,300889,爱克股份,深圳,电气设备,akgf,20200916
2358,300890.SZ,300890,翔丰华,深圳,电气设备,xfh,20200917
2359,300891.SZ,300891,惠云钛业,广东,化工原料,hyty,20200917
2360,300892.SZ,300892,品渥食品,上海,乳制品,pwsp,20200924
2361,300893.SZ,300893,松原股份,浙江,汽车配件,sygf,20200924
2362,300894.SZ,300894,火星人,浙江,家用电器,hxr,20201231
2363,300895.SZ,300895,铜牛信息,北京,软件服务,tnxx,20200924
2364,300896.SZ,300896,爱美客,北京,医疗保健,amk,20200928
2365,300897.SZ,300897,山科智能,浙江,电器仪表,skzn,20200928
2366,300898.SZ,300898,熊猫乳品,浙江,乳制品,xmrp,20201016
2367,300899.SZ,300899,上海凯鑫,上海,环境保护,shkx,20201016
2368,300900.SZ,300900,广联航空,黑龙江,航空,glhk,20201029
2369,300901.SZ,300901,中胤时尚,浙江,服饰,zyss,20201029
2370,300902.SZ,300902,国安达,福建,专用机械,gad,20201029
2371,300903.SZ,300903,科翔股份,广东,元器件,kxgf,20201105
2372,300905.SZ,300905,宝丽迪,江苏,染料涂料,bld,20201105
2373,300906.SZ,300906,日月明,江西,电器仪表,rym,20201105
2374,300907.SZ,300907,康平科技,江苏,电气设备,kpkj,20201118
2375,300908.SZ,300908,仲景食品,河南,食品,zjsp,20201123
2376,300909.SZ,300909,汇创达,深圳,元器件,hcd,20201118
2377,300910.SZ,300910,瑞丰新材,河南,化工原料,rfxc,20201127
2378,300911.SZ,300911,亿田智能,浙江,家用电器,ytzn,20201203
2379,300912.SZ,300912,凯龙高科,江苏,环境保护,klgk,20201207
2380,300913.SZ,300913,兆龙互连,浙江,通信设备,zlhl,20201207
2381,300915.SZ,300915,海融科技,上海,乳制品,hrkj,20201202
2382,300916.SZ,300916,朗特智能,深圳,元器件,ltzn,20201202
2383,300917.SZ,300917,特发服务,深圳,房产服务,tffw,20201221
2384,300918.SZ,300918,南山智尚,山东,纺织,nszs,20201222
2385,300919.SZ,300919,中伟股份,贵州,电气设备,zwgf,20201223
2386,300920.SZ,300920,润阳科技,浙江,塑料,rykj,20201225
2387,300921.SZ,300921,南凌科技,深圳,互联网,nlkj,20201222
2388,300922.SZ,300922,天秦装备,河北,专用机械,tqzb,20201225
2389,300923.SZ,300923,研奥股份,吉林,运输设备,yagf,20201224
2390,300925.SZ,300925,法本信息,深圳,软件服务,fbxx,20201230
2391,300926.SZ,300926,博俊科技,江苏,汽车配件,bjkj,20210107
2392,300927.SZ,300927,江天化学,江苏,化工原料,jthx,20210107
2393,300928.SZ,300928,华安鑫创,北京,汽车配件,haxc,20210106
2394,300929.SZ,300929,华骐环保,安徽,环境保护,hqhb,20210120
2395,300930.SZ,300930,屹通新材,浙江,小金属,ytxc,20210121
2396,300931.SZ,300931,通用电梯,江苏,运输设备,tydt,20210121
2397,300932.SZ,300932,三友联众,广东,电气设备,sylz,20210122
2398,300933.SZ,300933,中辰股份,江苏,电气设备,zcgf,20210122
2399,300935.SZ,300935,盈建科,北京,软件服务,yjk,20210120
2400,300936.SZ,300936,中英科技,江苏,元器件,zykj,20210126
2401,300937.SZ,300937,药易购,四川,医药商业,yyg,20210127
2402,300938.SZ,300938,信测标准,深圳,电器仪表,xcbz,20210127
2403,300939.SZ,300939,秋田微,深圳,元器件,qtw,20210128
2404,300940.SZ,300940,南极光,深圳,元器件,njg,20210203
2405,300941.SZ,300941,创识科技,福建,软件服务,cskj,20210209
2406,300942.SZ,300942,易瑞生物,深圳,医疗保健,yrsw,20210209
2407,300943.SZ,300943,春晖智控,浙江,机械基件,chzk,20210210
2408,300945.SZ,300945,曼卡龙,浙江,服饰,mkl,20210210
2409,300946.SZ,300946,恒而达,福建,机械基件,hed,20210208
2410,300947.SZ,300947,德必集团,上海,房产服务,dbjt,20210210
2411,300948.SZ,300948,冠中生态,山东,环境保护,gzst,20210225
2412,300949.SZ,300949,奥雅股份,深圳,建筑工程,aygf,20210226
2413,300950.SZ,300950,德固特,山东,专用机械,dgt,20210303
2414,300951.SZ,300951,博硕科技,深圳,元器件,bskj,20210226
2415,300952.SZ,300952,恒辉安防,江苏,纺织,hhaf,20210311
2416,300953.SZ,300953,震裕科技,浙江,电气设备,zykj,20210318
2417,300955.SZ,300955,嘉亨家化,福建,日用化工,jhjh,20210324
2418,300956.SZ,300956,英力股份,安徽,IT设备,ylgf,20210326
2419,300957.SZ,300957,贝泰妮,云南,日用化工,btn,20210325
2420,300958.SZ,300958,建工修复,北京,环境保护,jgxf,20210329
2421,300959.SZ,300959,线上线下,江苏,电信运营,xsxx,20210322
2422,300960.SZ,300960,通业科技,深圳,运输设备,tykj,20210329
2423,300961.SZ,300961,深水海纳,深圳,环境保护,sshn,20210330
2424,300962.SZ,300962,中金辐照,深圳,医疗保健,zjfz,20210409
2425,300963.SZ,300963,中洲特材,上海,小金属,zztc,20210409
2426,300964.SZ,300964,本川智能,江苏,元器件,bczn,20210805
2427,300965.SZ,300965,恒宇信通,北京,航空,hyxt,20210402
2428,300966.SZ,300966,共同药业,湖北,化学制药,gtyy,20210409
2429,300967.SZ,300967,晓鸣股份,宁夏,农业综合,xmgf,20210413
2430,300968.SZ,300968,格林精密,广东,元器件,gljm,20210415
2431,300969.SZ,300969,恒帅股份,浙江,汽车配件,hsgf,20210412
2432,300970.SZ,300970,华绿生物,江苏,种植业,hlsw,20210412
2433,300971.SZ,300971,博亚精工,湖北,机械基件,byjg,20210415
2434,300972.SZ,300972,万辰生物,福建,种植业,wcsw,20210419
2435,300973.SZ,300973,立高食品,广东,食品,lgsp,20210415
2436,300975.SZ,300975,商络电子,江苏,元器件,sldz,20210421
2437,300976.SZ,300976,达瑞电子,广东,元器件,drdz,20210419
2438,300977.SZ,300977,深圳瑞捷,深圳,建筑工程,szrj,20210420
2439,300978.SZ,300978,东箭科技,广东,汽车配件,djkj,20210426
2440,300979.SZ,300979,华利集团,广东,服饰,hljt,20210426
2441,300980.SZ,300980,祥源新材,湖北,塑料,xyxc,20210421
2442,300981.SZ,300981,中红医疗,河北,医疗保健,zhyl,20210427
2443,300982.SZ,300982,苏文电能,江苏,建筑工程,swdn,20210427
2444,300983.SZ,300983,尤安设计,上海,建筑工程,yasj,20210420
2445,300984.SZ,300984,金沃股份,浙江,机械基件,jwgf,20210618
2446,300985.SZ,300985,致远新能,吉林,汽车配件,zyxn,20210429
2447,300986.SZ,300986,志特新材,江西,铝,ztxc,20210430
2448,300987.SZ,300987,川网传媒,四川,互联网,cwcm,20210511
2449,300988.SZ,300988,津荣天宇,天津,机械基件,jrty,20210512
2450,300989.SZ,300989,蕾奥规划,深圳,建筑工程,lagh,20210507
2451,300990.SZ,300990,同飞股份,河北,专用机械,tfgf,20210512
2452,300991.SZ,300991,创益通,深圳,元器件,cyt,20210520
2453,300992.SZ,300992,泰福泵业,浙江,机械基件,tfby,20210525
2454,300993.SZ,300993,玉马遮阳,山东,家居用品,ymzy,20210524
2455,300994.SZ,300994,久祺股份,浙江,文教休闲,jqgf,20210812
2456,300995.SZ,300995,奇德新材,广东,塑料,qdxc,20210526
2457,300996.SZ,300996,普联软件,山东,软件服务,plrj,20210603
2458,300997.SZ,300997,欢乐家,广东,软饮料,hlj,20210602
2459,300998.SZ,300998,宁波方正,浙江,专用机械,nbfz,20210602
2460,300999.SZ,300999,金龙鱼,上海,食品,jly,20201015
2461,301000.SZ,301000,肇民科技,上海,汽车配件,zmkj,20210528
2462,301001.SZ,301001,凯淳股份,上海,互联网,kcgf,20210528
2463,301002.SZ,301002,崧盛股份,深圳,电气设备,ssgf,20210607
2464,301003.SZ,301003,江苏博云,江苏,塑料,jsby,20210601
2465,301004.SZ,301004,嘉益股份,浙江,家居用品,jygf,20210625
2466,301005.SZ,301005,超捷股份,上海,汽车配件,cjgf,20210601
2467,301006.SZ,301006,迈拓股份,江苏,电器仪表,mtgf,20210607
2468,301007.SZ,301007,德迈仕,辽宁,汽车配件,dms,20210616
2469,301008.SZ,301008,宏昌科技,浙江,家用电器,hckj,20210611
2470,301009.SZ,301009,可靠股份,浙江,造纸,kkgf,20210617
2471,301010.SZ,301010,晶雪节能,江苏,其他建材,jxjn,20210618
2472,301011.SZ,301011,华立科技,广东,专用机械,hlkj,20210617
2473,301012.SZ,301012,扬电科技,江苏,电气设备,ydkj,20210622
2474,301013.SZ,301013,利和兴,深圳,专用机械,lhx,20210629
2475,301015.SZ,301015,百洋医药,山东,医药商业,byyy,20210630
2476,301016.SZ,301016,雷尔伟,江苏,运输设备,lew,20210630
2477,301017.SZ,301017,漱玉平民,山东,医药商业,sypm,20210705
2478,301018.SZ,301018,申菱环境,广东,专用机械,slhj,20210707
2479,301019.SZ,301019,宁波色母,浙江,塑料,nbsm,20210628
2480,301020.SZ,301020,密封科技,山东,机械基件,mfkj,20210706
2481,301021.SZ,301021,英诺激光,深圳,专用机械,ynjg,20210706
2482,301022.SZ,301022,海泰科,山东,专用机械,htk,20210702
2483,301023.SZ,301023,江南奕帆,江苏,电气设备,jnyf,20210707
2484,301024.SZ,301024,霍普股份,上海,建筑工程,hpgf,20210728
2485,301025.SZ,301025,读客文化,上海,出版业,dkwh,20210719
2486,301026.SZ,301026,浩通科技,江苏,小金属,htkj,20210716
2487,301027.SZ,301027,华蓝集团,广西,建筑工程,hljt,20210715
2488,301028.SZ,301028,东亚机械,福建,专用机械,dyjx,20210720
2489,301029.SZ,301029,怡合达,广东,专用机械,yhd,20210723
2490,301030.SZ,301030,仕净科技,江苏,环境保护,sjkj,20210722
2491,301031.SZ,301031,中熔电气,陕西,电气设备,zrdq,20210715
2492,301032.SZ,301032,新柴股份,浙江,工程机械,xcgf,20210722
2493,301033.SZ,301033,迈普医学,广东,医疗保健,mpyx,20210726
2494,301035.SZ,301035,润丰股份,山东,农药化肥,rfgf,20210728
2495,301036.SZ,301036,双乐股份,江苏,染料涂料,slgf,20210729
2496,301037.SZ,301037,保立佳,上海,染料涂料,blj,20210730
2497,301038.SZ,301038,深水规院,深圳,建筑工程,ssgy,20210804
2498,301039.SZ,301039,中集车辆,深圳,汽车整车,zjcl,20210708
2499,301040.SZ,301040,中环海陆,江苏,机械基件,zhhl,20210803
2500,301041.SZ,301041,金百泽,深圳,元器件,jbz,20210811
2501,301042.SZ,301042,安联锐视,广东,IT设备,alrs,20210805
2502,301043.SZ,301043,绿岛风,广东,机械基件,ldf,20210811
2503,301045.SZ,301045,天禄科技,江苏,元器件,tlkj,20210813
2504,301046.SZ,301046,能辉科技,上海,新型电力,nhkj,20210817
2505,301047.SZ,301047,义翘神州,北京,生物制药,yqsz,20210816
2506,301048.SZ,301048,金鹰重工,湖北,运输设备,jyzg,20210818
2507,301049.SZ,301049,超越科技,安徽,环境保护,cykj,20210824
2508,301050.SZ,301050,雷电微力,四川,航空,ldwl,20210824
2509,301051.SZ,301051,信濠光电,深圳,元器件,xhgd,20210827
2510,301052.SZ,301052,果麦文化,浙江,出版业,gmwh,20210830
2511,301053.SZ,301053,远信工业,浙江,专用机械,yxgy,20210901
2512,301055.SZ,301055,张小泉,浙江,家居用品,zxq,20210906
2513,301056.SZ,301056,森赫股份,浙江,运输设备,shgf,20210907
2514,301057.SZ,301057,汇隆新材,浙江,化纤,hlxc,20210909
2515,301058.SZ,301058,中粮科工,江苏,建筑工程,zlkg,20210909
2516,301059.SZ,301059,金三江,广东,化工原料,jsj,20210913
2517,301060.SZ,301060,兰卫医学,上海,医疗保健,lwyx,20210913
2518,301061.SZ,301061,匠心家居,江苏,家居用品,jxjj,20210913
2519,301062.SZ,301062,上海艾录,上海,广告包装,shal,20210914
2520,301063.SZ,301063,海锅股份,江苏,电气设备,hggf,20210924
2521,301065.SZ,301065,本立科技,浙江,化工原料,blkj,20210914
2522,301066.SZ,301066,万事利,浙江,纺织,wsl,20210922
2523,301067.SZ,301067,显盈科技,深圳,元器件,xykj,20210922
2524,301068.SZ,301068,大地海洋,浙江,环境保护,ddhy,20210928
2525,301069.SZ,301069,凯盛新材,山东,化工原料,ksxc,20210927
2526,301070.SZ,301070,开勒股份,上海,机械基件,klgf,20210923
2527,301071.SZ,301071,力量钻石,河南,矿物制品,llzs,20210924
2528,301072.SZ,301072,中捷精工,江苏,汽车配件,zjjg,20210929
2529,301073.SZ,301073,君亭酒店,浙江,酒店餐饮,jtjd,20210930
2530,301075.SZ,301075,多瑞医药,西藏,化学制药,dryy,20210929
2531,301076.SZ,301076,新瀚新材,江苏,化工原料,xhxc,20211011
